class,feature_name,raw_feature_name,feature_type,mean_abs_shap
ham,urltoken phonetoken,tfidf__urltoken phonetoken,tfidf,5.5103810251550865e-06
ham,camera phone,tfidf__camera phone,tfidf,5.469782000600384e-06
ham,look make,tfidf__look make,tfidf,5.425205127285123e-06
ham,exist easy,tfidf__exist easy,tfidf,5.338134532562343e-06
ham,date phonetoken,tfidf__date phonetoken,tfidf,5.310756485884265e-06
ham,landlines,tfidf__landlines,tfidf,5.310756485884265e-06
ham,min landlines,tfidf__min landlines,tfidf,5.310756485884265e-06
ham,phonetoken bt,tfidf__phonetoken bt,tfidf,5.310756485884265e-06
ham,treasure,tfidf__treasure,tfidf,5.277317121630049e-06
ham,amanda,tfidf__amanda,tfidf,5.206414686196521e-06
ham,amanda regard,tfidf__amanda regard,tfidf,5.206414686196521e-06
ham,charge offer,tfidf__charge offer,tfidf,5.206414686196521e-06
ham,current mobile,tfidf__current mobile,tfidf,5.206414686196521e-06
ham,free charge,tfidf__free charge,tfidf,5.206414686196521e-06
ham,handset free,tfidf__handset free,tfidf,5.206414686196521e-06
ham,mobile handset,tfidf__mobile handset,tfidf,5.206414686196521e-06
ham,phonetoken subject,tfidf__phonetoken subject,tfidf,5.206414686196521e-06
ham,regard,tfidf__regard,tfidf,5.206414686196521e-06
ham,subject,tfidf__subject,tfidf,5.206414686196521e-06
ham,subject t's,tfidf__subject t's,tfidf,5.206414686196521e-06
ham,tel phonetoken,tfidf__tel phonetoken,tfidf,5.206414686196521e-06
ham,today tel,tfidf__today tel,tfidf,5.206414686196521e-06
ham,nokia motorola,tfidf__nokia motorola,tfidf,5.186176255927256e-06
ham,phonetoken speak,tfidf__phonetoken speak,tfidf,5.120346954719643e-06
ham,reply sms,tfidf__reply sms,tfidf,5.069898064370449e-06
ham,matches phonetoken,tfidf__matches phonetoken,tfidf,5.054347494459627e-06
ham,phonetoken update,tfidf__phonetoken update,tfidf,5.008023684492007e-06
ham,stop phonetoken,tfidf__stop phonetoken,tfidf,4.989589407726778e-06
ham,cc,tfidf__cc,tfidf,4.9606086828343846e-06
ham,cc phonetoken,tfidf__cc phonetoken,tfidf,4.9606086828343846e-06
ham,msg cc,tfidf__msg cc,tfidf,4.9606086828343846e-06
ham,10 04,tfidf__10 04,tfidf,4.951075145926924e-06
ham,phone phonetoken,tfidf__phone phonetoken,tfidf,4.924390894311371e-06
ham,won guaranteed,tfidf__won guaranteed,tfidf,4.84485457437714e-06
ham,holiday 5000,tfidf__holiday 5000,tfidf,4.775190200564e-06
ham,valued vodafone,tfidf__valued vodafone,tfidf,4.7740337319630375e-06
ham,won valued,tfidf__won valued,tfidf,4.7740337319630375e-06
ham,shit,tfidf__shit,tfidf,4.76510133636183e-06
ham,free send,tfidf__free send,tfidf,4.734641172512624e-06
ham,ringtone 1st,tfidf__ringtone 1st,tfidf,4.734641172512624e-06
ham,block 24hr,tfidf__block 24hr,tfidf,4.650436829972329e-06
ham,paytm block,tfidf__paytm block,tfidf,4.650436829972329e-06
ham,blu,tfidf__blu,tfidf,4.611137660647487e-06
ham,mobile landline,tfidf__mobile landline,tfidf,4.603678145792181e-06
ham,phonetoken pobox75ldns7,tfidf__phonetoken pobox75ldns7,tfidf,4.603678145792181e-06
ham,pobox75ldns7,tfidf__pobox75ldns7,tfidf,4.603678145792181e-06
ham,acl03530150pm,tfidf__acl03530150pm,tfidf,4.587913334105505e-06
ham,pleased,tfidf__pleased,tfidf,4.547897295577787e-06
ham,mobile 11mths,tfidf__mobile 11mths,tfidf,4.496149407030415e-06
ham,free nokia,tfidf__free nokia,tfidf,4.449599591579671e-06
ham,suffice want,tfidf__suffice want,tfidf,4.415763191668426e-06
ham,84128 custcare,tfidf__84128 custcare,tfidf,4.395586755435312e-06
ham,charged 150p,tfidf__charged 150p,tfidf,4.395586755435312e-06
ham,comp 1st,tfidf__comp 1st,tfidf,4.395586755435312e-06
ham,follows,tfidf__follows,tfidf,4.395586755435312e-06
ham,follows subsequent,tfidf__follows subsequent,tfidf,4.395586755435312e-06
ham,free question,tfidf__free question,tfidf,4.395586755435312e-06
ham,msg unsubscribe,tfidf__msg unsubscribe,tfidf,4.395586755435312e-06
ham,question follows,tfidf__question follows,tfidf,4.395586755435312e-06
ham,subsequent,tfidf__subsequent,tfidf,4.395586755435312e-06
ham,subsequent wks,tfidf__subsequent wks,tfidf,4.395586755435312e-06
ham,textcomp,tfidf__textcomp,tfidf,4.395586755435312e-06
ham,textcomp 250,tfidf__textcomp 250,tfidf,4.395586755435312e-06
ham,wks charged,tfidf__wks charged,tfidf,4.395586755435312e-06
ham,collect phonetoken,tfidf__collect phonetoken,tfidf,4.3375066197317085e-06
ham,claim bahamas,tfidf__claim bahamas,tfidf,4.311462497763226e-06
ham,credits,tfidf__credits,tfidf,4.255724813410837e-06
ham,complimentary,tfidf__complimentary,tfidf,4.125057403454469e-06
ham,2004,tfidf__2004,tfidf,4.1129901260681e-06
ham,todays voda,tfidf__todays voda,tfidf,4.10171395878415e-06
ham,voda,tfidf__voda,tfidf,4.10171395878415e-06
ham,voda numbers,tfidf__voda numbers,tfidf,4.10171395878415e-06
ham,fantasies phonetoken,tfidf__fantasies phonetoken,tfidf,4.070186233473298e-06
ham,age23,tfidf__age23,tfidf,4.060356769735172e-06
ham,age23 blonde,tfidf__age23 blonde,tfidf,4.060356769735172e-06
ham,blonde,tfidf__blonde,tfidf,4.060356769735172e-06
ham,blonde new,tfidf__blonde new,tfidf,4.060356769735172e-06
ham,fun text,tfidf__fun text,tfidf,4.060356769735172e-06
ham,guys like,tfidf__guys like,tfidf,4.060356769735172e-06
ham,mila,tfidf__mila,tfidf,4.060356769735172e-06
ham,mila age23,tfidf__mila age23,tfidf,4.060356769735172e-06
ham,mtalk,tfidf__mtalk,tfidf,4.060356769735172e-06
ham,new uk,tfidf__new uk,tfidf,4.060356769735172e-06
ham,sex uk,tfidf__sex uk,tfidf,4.060356769735172e-06
ham,text mtalk,tfidf__text mtalk,tfidf,4.060356769735172e-06
ham,uk guys,tfidf__uk guys,tfidf,4.060356769735172e-06
ham,awarded 2000,tfidf__awarded 2000,tfidf,4.0580907156307546e-06
ham,arrogate phonetoken,tfidf__arrogate phonetoken,tfidf,4.042189934985321e-06
ham,cross,tfidf__cross,tfidf,3.953952330392953e-06
ham,phonetoken shows,tfidf__phonetoken shows,tfidf,3.924232458763928e-06
ham,statement phonetoken,tfidf__statement phonetoken,tfidf,3.924232458763928e-06
ham,admirer look,tfidf__admirer look,tfidf,3.886687142230725e-06
ham,http phonetoken,tfidf__http phonetoken,tfidf,3.854363685099081e-06
ham,customer 00,tfidf__customer 00,tfidf,3.851421369649559e-06
ham,suspended pay,tfidf__suspended pay,tfidf,3.846270144648715e-06
ham,unsub,tfidf__unsub,tfidf,3.790652423500975e-06
ham,contact reply,tfidf__contact reply,tfidf,3.7720971711932636e-06
ham,revising,tfidf__revising,tfidf,3.7697768142776644e-06
ham,revising soon,tfidf__revising soon,tfidf,3.7697768142776644e-06
ham,2rcv,tfidf__2rcv,tfidf,3.6812621626662405e-06
ham,cam moby,tfidf__cam moby,tfidf,3.6812621626662405e-06
ham,hlp,tfidf__hlp,tfidf,3.6812621626662405e-06
ham,hlp phonetoken,tfidf__hlp phonetoken,tfidf,3.6812621626662405e-06
ham,moby wanna,tfidf__moby wanna,tfidf,3.6812621626662405e-06
ham,msg150p,tfidf__msg150p,tfidf,3.6812621626662405e-06
ham,msg150p 2rcv,tfidf__msg150p 2rcv,tfidf,3.6812621626662405e-06
ham,wanna pic,tfidf__wanna pic,tfidf,3.6812621626662405e-06
ham,phonetoken text,tfidf__phonetoken text,tfidf,3.6626832092884804e-06
ham,text help,tfidf__text help,tfidf,3.6626832092884804e-06
ham,moby,tfidf__moby,tfidf,3.627443651765152e-06
ham,prize 02,tfidf__prize 02,tfidf,3.5997723850207903e-06
ham,offer ends,tfidf__offer ends,tfidf,3.594299656262401e-06
ham,bl0cked activate,tfidf__bl0cked activate,tfidf,3.538626058748492e-06
ham,don't floppy,tfidf__don't floppy,tfidf,3.5381573163050844e-06
ham,floppy,tfidf__floppy,tfidf,3.5381573163050844e-06
ham,floppy snappy,tfidf__floppy snappy,tfidf,3.5381573163050844e-06
ham,service photo,tfidf__service photo,tfidf,3.5381573163050844e-06
ham,phonetoken receive,tfidf__phonetoken receive,tfidf,3.5324964024020767e-06
ham,suite,tfidf__suite,tfidf,3.497398106046554e-06
ham,ur chance,tfidf__ur chance,tfidf,3.421453516437222e-06
ham,tenerife,tfidf__tenerife,tfidf,3.359085154836764e-06
ham,tenerife holiday,tfidf__tenerife holiday,tfidf,3.359085154836764e-06
ham,announcement recently,tfidf__announcement recently,tfidf,3.3463835501061854e-06
ham,phonetoken schedule,tfidf__phonetoken schedule,tfidf,3.3463835501061854e-06
ham,schedule,tfidf__schedule,tfidf,3.3463835501061854e-06
ham,schedule ref,tfidf__schedule ref,tfidf,3.3463835501061854e-06
ham,conditions visit,tfidf__conditions visit,tfidf,3.3284721805200374e-06
ham,free terms,tfidf__free terms,tfidf,3.3284721805200374e-06
ham,message word,tfidf__message word,tfidf,3.3284721805200374e-06
ham,word free,tfidf__word free,tfidf,3.3284721805200374e-06
ham,collection phonetoken,tfidf__collection phonetoken,tfidf,3.3267769235824325e-06
ham,06 03,tfidf__06 03,tfidf,3.3250248729134784e-06
ham,phonetoken asap,tfidf__phonetoken asap,tfidf,3.3250248729134784e-06
ham,121 chat,tfidf__121 chat,tfidf,3.2930037065391324e-06
ham,150p daily,tfidf__150p daily,tfidf,3.2342970763361146e-06
ham,89123,tfidf__89123,tfidf,3.2342970763361146e-06
ham,date msg,tfidf__date msg,tfidf,3.2342970763361146e-06
ham,future mgs,tfidf__future mgs,tfidf,3.2342970763361146e-06
ham,mgs,tfidf__mgs,tfidf,3.2342970763361146e-06
ham,mobile date,tfidf__mobile date,tfidf,3.2342970763361146e-06
ham,phonetoken future,tfidf__phonetoken future,tfidf,3.2342970763361146e-06
ham,stop 89123,tfidf__stop 89123,tfidf,3.2342970763361146e-06
ham,welcome uk,tfidf__welcome uk,tfidf,3.2342970763361146e-06
ham,embody grant,tfidf__embody grant,tfidf,3.194726885920585e-06
ham,sk38xh,tfidf__sk38xh,tfidf,3.177321040917568e-06
ham,pleased advise,tfidf__pleased advise,tfidf,3.142480887257951e-06
ham,rates app,tfidf__rates app,tfidf,3.1246851070914785e-06
ham,000 fl1pkart,tfidf__000 fl1pkart,tfidf,3.1238303527407287e-06
ham,fl1pkart team,tfidf__fl1pkart team,tfidf,3.1238303527407287e-06
ham,guaranteed cash,tfidf__guaranteed cash,tfidf,3.1238303527407287e-06
ham,prize rs,tfidf__prize rs,tfidf,3.1238303527407287e-06
ham,w0n guaranteed,tfidf__w0n guaranteed,tfidf,3.1238303527407287e-06
ham,26,tfidf__26,tfidf,3.1177961774086236e-06
ham,03 2nd,tfidf__03 2nd,tfidf,3.0622027109235704e-06
ham,free mobileupd8,tfidf__free mobileupd8,tfidf,3.0453109147765567e-06
ham,code rp176781,tfidf__code rp176781,tfidf,3.0132832786243604e-06
ham,discount code,tfidf__discount code,tfidf,3.0132832786243604e-06
ham,rp176781,tfidf__rp176781,tfidf,3.0132832786243604e-06
ham,stop urltoken,tfidf__stop urltoken,tfidf,3.0132832786243604e-06
ham,urltoken customer,tfidf__urltoken customer,tfidf,3.0132832786243604e-06
ham,delivery unable,tfidf__delivery unable,tfidf,2.998912583008702e-06
ham,loyalty phonetoken,tfidf__loyalty phonetoken,tfidf,2.984574714579931e-06
ham,phone upgrade,tfidf__phone upgrade,tfidf,2.984574714579931e-06
ham,charge help,tfidf__charge help,tfidf,2.9666331337629314e-06
ham,credits pls,tfidf__credits pls,tfidf,2.9666331337629314e-06
ham,extra charge,tfidf__extra charge,tfidf,2.9666331337629314e-06
ham,stop extra,tfidf__stop extra,tfidf,2.9666331337629314e-06
ham,text credits,tfidf__text credits,tfidf,2.9666331337629314e-06
ham,unsubscribe stop,tfidf__unsubscribe stop,tfidf,2.9666331337629314e-06
ham,urltoken login,tfidf__urltoken login,tfidf,2.9666331337629314e-06
ham,phonetoken po,tfidf__phonetoken po,tfidf,2.9525715708812932e-06
ham,02 06,tfidf__02 06,tfidf,2.9517214945999237e-06
ham,emailtoken phonetoken,tfidf__emailtoken phonetoken,tfidf,2.9431820421393788e-06
ham,50 pm,tfidf__50 pm,tfidf,2.936492269613698e-06
ham,costa,tfidf__costa,tfidf,2.936492269613698e-06
ham,costa del,tfidf__costa del,tfidf,2.936492269613698e-06
ham,del sol,tfidf__del sol,tfidf,2.936492269613698e-06
ham,max10mins,tfidf__max10mins,tfidf,2.936492269613698e-06
ham,phonetoken toclaim,tfidf__phonetoken toclaim,tfidf,2.936492269613698e-06
ham,pm max10mins,tfidf__pm max10mins,tfidf,2.936492269613698e-06
ham,pobox334,tfidf__pobox334,tfidf,2.936492269613698e-06
ham,pobox334 stockport,tfidf__pobox334 stockport,tfidf,2.936492269613698e-06
ham,sk38xh cost,tfidf__sk38xh cost,tfidf,2.936492269613698e-06
ham,sol,tfidf__sol,tfidf,2.936492269613698e-06
ham,sol holiday,tfidf__sol holiday,tfidf,2.936492269613698e-06
ham,stockport,tfidf__stockport,tfidf,2.936492269613698e-06
ham,stockport sk38xh,tfidf__stockport sk38xh,tfidf,2.936492269613698e-06
ham,toclaim,tfidf__toclaim,tfidf,2.936492269613698e-06
ham,toclaim sae,tfidf__toclaim sae,tfidf,2.936492269613698e-06
ham,asap box97n7qp,tfidf__asap box97n7qp,tfidf,2.933842160442357e-06
ham,box97n7qp,tfidf__box97n7qp,tfidf,2.933842160442357e-06
ham,box97n7qp 150ppm,tfidf__box97n7qp 150ppm,tfidf,2.933842160442357e-06
ham,phonetoken free,tfidf__phonetoken free,tfidf,2.8987006976643493e-06
ham,review mobile,tfidf__review mobile,tfidf,2.8961921520665126e-06
ham,150ppm 16,tfidf__150ppm 16,tfidf,2.8949020761676303e-06
ham,cash await,tfidf__cash await,tfidf,2.8896212132504283e-06
ham,sae cs,tfidf__sae cs,tfidf,2.8896212132504283e-06
ham,plot,tfidf__plot,tfidf,2.876187677830298e-06
ham,txt phonetoken,tfidf__txt phonetoken,tfidf,2.845960865362103e-06
ham,activate 500,tfidf__activate 500,tfidf,2.8167847330093778e-06
ham,message activate,tfidf__message activate,tfidf,2.8167847330093778e-06
ham,live phonetoken,tfidf__live phonetoken,tfidf,2.815507558738665e-06
ham,log urltoken,tfidf__log urltoken,tfidf,2.809797031329878e-06
ham,07,tfidf__07,tfidf,2.7940204678041346e-06
ham,07 11,tfidf__07 11,tfidf,2.7940204678041346e-06
ham,41685,tfidf__41685,tfidf,2.7940204678041346e-06
ham,code 41685,tfidf__code 41685,tfidf,2.7940204678041346e-06
ham,08,tfidf__08,tfidf,2.777273567533605e-06
ham,adam,tfidf__adam,tfidf,2.765674539707532e-06
ham,adam eve,tfidf__adam eve,tfidf,2.765674539707532e-06
ham,heart txt,tfidf__heart txt,tfidf,2.765674539707532e-06
ham,logo ur,tfidf__logo ur,tfidf,2.765674539707532e-06
ham,lover names,tfidf__lover names,tfidf,2.765674539707532e-06
ham,mobno,tfidf__mobno,tfidf,2.765674539707532e-06
ham,name1,tfidf__name1,tfidf,2.765674539707532e-06
ham,name1 name2,tfidf__name1 name2,tfidf,2.765674539707532e-06
ham,name2,tfidf__name2,tfidf,2.765674539707532e-06
ham,name2 mobno,tfidf__name2 mobno,tfidf,2.765674539707532e-06
ham,names,tfidf__names,tfidf,2.765674539707532e-06
ham,phonetoken 87077,tfidf__phonetoken 87077,tfidf,2.765674539707532e-06
ham,klia2,tfidf__klia2,tfidf,2.7567188746008516e-06
ham,rmo,tfidf__rmo,tfidf,2.7567188746008516e-06
ham,rmo 00,tfidf__rmo 00,tfidf,2.7567188746008516e-06
ham,txn,tfidf__txn,tfidf,2.7567188746008516e-06
ham,1x150p,tfidf__1x150p,tfidf,2.7485419115562954e-06
ham,1x150p wk,tfidf__1x150p wk,tfidf,2.7485419115562954e-06
ham,phonetoken 1x150p,tfidf__phonetoken 1x150p,tfidf,2.7485419115562954e-06
ham,announcement freephone,tfidf__announcement freephone,tfidf,2.7455279706699245e-06
ham,rental free,tfidf__rental free,tfidf,2.7381748456527566e-06
ham,pounds maximize,tfidf__pounds maximize,tfidf,2.719011193047359e-06
ham,114,tfidf__114,tfidf,2.703146136959032e-06
ham,114 14,tfidf__114 14,tfidf,2.703146136959032e-06
ham,14 tcr,tfidf__14 tcr,tfidf,2.703146136959032e-06
ham,box 114,tfidf__box 114,tfidf,2.703146136959032e-06
ham,tcr,tfidf__tcr,tfidf,2.703146136959032e-06
ham,tcr w1,tfidf__tcr w1,tfidf,2.703146136959032e-06
ham,text camcorder,tfidf__text camcorder,tfidf,2.699373136209614e-06
ham,biggest live,tfidf__biggest live,tfidf,2.6951190523057936e-06
ham,chat just,tfidf__chat just,tfidf,2.6951190523057936e-06
ham,chat uk's,tfidf__chat uk's,tfidf,2.6951190523057936e-06
ham,cheap chat,tfidf__cheap chat,tfidf,2.6951190523057936e-06
ham,choose girl,tfidf__choose girl,tfidf,2.6951190523057936e-06
ham,hard live,tfidf__hard live,tfidf,2.6951190523057936e-06
ham,live 121,tfidf__live 121,tfidf,2.6951190523057936e-06
ham,live service,tfidf__live service,tfidf,2.6951190523057936e-06
ham,min choose,tfidf__min choose,tfidf,2.6951190523057936e-06
ham,phonetoken cheap,tfidf__phonetoken cheap,tfidf,2.6951190523057936e-06
ham,uk's biggest,tfidf__uk's biggest,tfidf,2.6951190523057936e-06
ham,cw25wx,tfidf__cw25wx,tfidf,2.6896974127316008e-06
ham,messages replying,tfidf__messages replying,tfidf,2.664263124885907e-06
ham,replying message,tfidf__replying message,tfidf,2.664263124885907e-06
ham,embody awarded,tfidf__embody awarded,tfidf,2.6186827493677826e-06
ham,collection sae,tfidf__collection sae,tfidf,2.6079309257791584e-06
ham,prove contact,tfidf__prove contact,tfidf,2.5604198532828294e-06
ham,joined heart,tfidf__joined heart,tfidf,2.5514091075830195e-06
ham,names joined,tfidf__names joined,tfidf,2.5514091075830195e-06
ham,contact offer,tfidf__contact offer,tfidf,2.5374560462079956e-06
ham,phonetoken 2optout,tfidf__phonetoken 2optout,tfidf,2.4938476277208634e-06
ham,900 prize,tfidf__900 prize,tfidf,2.4917291089073793e-06
ham,tariffs latest,tfidf__tariffs latest,tfidf,2.4710822139757804e-06
ham,18 opt,tfidf__18 opt,tfidf,2.4320353591094e-06
ham,opt txt,tfidf__opt txt,tfidf,2.4320353591094e-06
ham,customer claim,tfidf__customer claim,tfidf,2.4280542082321523e-06
ham,1172,tfidf__1172,tfidf,2.4102750207268682e-06
ham,1172 removal,tfidf__1172 removal,tfidf,2.4102750207268682e-06
ham,unique user,tfidf__unique user,tfidf,2.4102750207268682e-06
ham,user id,tfidf__user id,tfidf,2.4102750207268682e-06
ham,5p,tfidf__5p,tfidf,2.3832263638116726e-06
ham,2nite,tfidf__2nite,tfidf,2.3792788152622026e-06
ham,sae tc,tfidf__sae tc,tfidf,2.377236218696718e-06
ham,tc pobox334,tfidf__tc pobox334,tfidf,2.377236218696718e-06
ham,perform txn,tfidf__perform txn,tfidf,2.3228362435627207e-06
ham,28days,tfidf__28days,tfidf,2.31564563167434e-06
ham,28days cs,tfidf__28days cs,tfidf,2.31564563167434e-06
ham,2yr,tfidf__2yr,tfidf,2.31564563167434e-06
ham,2yr warranty,tfidf__2yr warranty,tfidf,2.31564563167434e-06
ham,box177,tfidf__box177,tfidf,2.31564563167434e-06
ham,box177 m221bp,tfidf__box177 m221bp,tfidf,2.31564563167434e-06
ham,cs box177,tfidf__cs box177,tfidf,2.31564563167434e-06
ham,delivery 28days,tfidf__delivery 28days,tfidf,2.31564563167434e-06
ham,m221bp,tfidf__m221bp,tfidf,2.31564563167434e-06
ham,m221bp 2yr,tfidf__m221bp 2yr,tfidf,2.31564563167434e-06
ham,warranty,tfidf__warranty,tfidf,2.31564563167434e-06
ham,warranty 150ppm,tfidf__warranty 150ppm,tfidf,2.31564563167434e-06
ham,2rcv hlp,tfidf__2rcv hlp,tfidf,2.3035852137186574e-06
ham,82242 msg150p,tfidf__82242 msg150p,tfidf,2.3035852137186574e-06
ham,company jst,tfidf__company jst,tfidf,2.3035852137186574e-06
ham,date 82242,tfidf__date 82242,tfidf,2.3035852137186574e-06
ham,feelin kinda,tfidf__feelin kinda,tfidf,2.3035852137186574e-06
ham,freemsg feelin,tfidf__freemsg feelin,tfidf,2.3035852137186574e-06
ham,kinda lnly,tfidf__kinda lnly,tfidf,2.3035852137186574e-06
ham,lnly,tfidf__lnly,tfidf,2.3035852137186574e-06
ham,pic txt,tfidf__pic txt,tfidf,2.3035852137186574e-06
ham,stop 82242,tfidf__stop 82242,tfidf,2.3035852137186574e-06
ham,contact weekends,tfidf__contact weekends,tfidf,2.3016854209442367e-06
ham,numbers finish,tfidf__numbers finish,tfidf,2.2993933125799353e-06
ham,awarded rs,tfidf__awarded rs,tfidf,2.2709349072606107e-06
ham,ur award,tfidf__ur award,tfidf,2.252079095637605e-06
ham,mobile customer,tfidf__mobile customer,tfidf,2.2494995610883115e-06
ham,make delivery,tfidf__make delivery,tfidf,2.2474109592443003e-06
ham,inclusive text,tfidf__inclusive text,tfidf,2.2406665197532492e-06
ham,services inclusive,tfidf__services inclusive,tfidf,2.2406665197532492e-06
ham,sms services,tfidf__sms services,tfidf,2.2406665197532492e-06
ham,3qxj9,tfidf__3qxj9,tfidf,2.236250924525887e-06
ham,3qxj9 unsubscribe,tfidf__3qxj9 unsubscribe,tfidf,2.236250924525887e-06
ham,9ae,tfidf__9ae,tfidf,2.236250924525887e-06
ham,login 3qxj9,tfidf__login 3qxj9,tfidf,2.236250924525887e-06
ham,chance phonetoken,tfidf__chance phonetoken,tfidf,2.218629610364826e-06
ham,free tarot,tfidf__free tarot,tfidf,2.218629610364826e-06
ham,life try,tfidf__life try,tfidf,2.218629610364826e-06
ham,msgs 50,tfidf__msgs 50,tfidf,2.218629610364826e-06
ham,tarot,tfidf__tarot,tfidf,2.218629610364826e-06
ham,tarot texts,tfidf__tarot texts,tfidf,2.218629610364826e-06
ham,text chance,tfidf__text chance,tfidf,2.218629610364826e-06
ham,try free,tfidf__try free,tfidf,2.218629610364826e-06
ham,removal send,tfidf__removal send,tfidf,2.1926623654220553e-06
ham,nationwide,tfidf__nationwide,tfidf,2.1732404973633624e-06
ham,todays draw,tfidf__todays draw,tfidf,2.1476156329838965e-06
ham,recently tried,tfidf__recently tried,tfidf,2.1233347274340967e-06
ham,txt reply,tfidf__txt reply,tfidf,2.1007828719581227e-06
ham,hotels,tfidf__hotels,tfidf,2.0973083006394915e-06
ham,free giving,tfidf__free giving,tfidf,2.0732265225330685e-06
ham,giving free,tfidf__giving free,tfidf,2.0732265225330685e-06
ham,arrive customer,tfidf__arrive customer,tfidf,2.0375517379412378e-06
ham,succeed recent,tfidf__succeed recent,tfidf,2.034353245788183e-06
ham,anytime networks,tfidf__anytime networks,tfidf,2.0211360177839003e-06
ham,networks,tfidf__networks,tfidf,2.0211360177839003e-06
ham,networks mins,tfidf__networks mins,tfidf,2.0211360177839003e-06
ham,complimentary tenerife,tfidf__complimentary tenerife,tfidf,2.0134110401438367e-06
ham,cs box,tfidf__cs box,tfidf,2.0134110401438367e-06
ham,colour mobiles,tfidf__colour mobiles,tfidf,2.002735617980306e-06
ham,mobiles camera,tfidf__mobiles camera,tfidf,2.002735617980306e-06
ham,messages new,tfidf__messages new,tfidf,1.983736456385e-06
ham,phone half,tfidf__phone half,tfidf,1.983736456385e-06
ham,xmas 100,tfidf__xmas 100,tfidf,1.983736456385e-06
ham,mobile awarded,tfidf__mobile awarded,tfidf,1.9678688495593808e-06
ham,order reference,tfidf__order reference,tfidf,1.9323845119949835e-06
ham,150 prize,tfidf__150 prize,tfidf,1.9191494372633426e-06
ham,contact claim,tfidf__contact claim,tfidf,1.9171618150369456e-06
ham,collection cs,tfidf__collection cs,tfidf,1.875553344253735e-06
ham,cs sae,tfidf__cs sae,tfidf,1.875553344253735e-06
ham,landline 5000,tfidf__landline 5000,tfidf,1.875553344253735e-06
ham,cross ntwk,tfidf__cross ntwk,tfidf,1.8706335644500203e-06
ham,ntwk,tfidf__ntwk,tfidf,1.8706335644500203e-06
ham,ntwk mins,tfidf__ntwk mins,tfidf,1.8706335644500203e-06
ham,del,tfidf__del,tfidf,1.8555944629398505e-06
ham,48,tfidf__48,tfidf,1.852913525066695e-06
ham,48 84,tfidf__48 84,tfidf,1.852913525066695e-06
ham,84 urltoken,tfidf__84 urltoken,tfidf,1.852913525066695e-06
ham,owed,tfidf__owed,tfidf,1.852913525066695e-06
ham,owed 48,tfidf__owed 48,tfidf,1.852913525066695e-06
ham,urltoken secure,tfidf__urltoken secure,tfidf,1.852913525066695e-06
ham,vehicle,tfidf__vehicle,tfidf,1.852913525066695e-06
ham,vehicle tax,tfidf__vehicle tax,tfidf,1.852913525066695e-06
ham,dear fl1pkart,tfidf__dear fl1pkart,tfidf,1.845108936672705e-06
ham,fl1pkart customer,tfidf__fl1pkart customer,tfidf,1.845108936672705e-06
ham,shows w0n,tfidf__shows w0n,tfidf,1.845108936672705e-06
ham,urgent dear,tfidf__urgent dear,tfidf,1.845108936672705e-06
ham,w0n rs,tfidf__w0n rs,tfidf,1.845108936672705e-06
ham,holiday valued,tfidf__holiday valued,tfidf,1.8297103843559974e-06
ham,best orange,tfidf__best orange,tfidf,1.8285273717057726e-06
ham,new offer,tfidf__new offer,tfidf,1.8285273717057726e-06
ham,offer double,tfidf__offer double,tfidf,1.8285273717057726e-06
ham,txt best,tfidf__txt best,tfidf,1.8285273717057726e-06
ham,800 prize,tfidf__800 prize,tfidf,1.8249541637451844e-06
ham,contact todays,tfidf__contact todays,tfidf,1.8051070190222757e-06
ham,customer exist,tfidf__customer exist,tfidf,1.7549523063109387e-06
ham,12hrs 150ppm,tfidf__12hrs 150ppm,tfidf,1.7355320626281486e-06
ham,delete,tfidf__delete,tfidf,1.7347839977622125e-06
ham,inr 00,tfidf__inr 00,tfidf,1.7284975545631694e-06
ham,hp,tfidf__hp,tfidf,1.7064155379071412e-06
ham,free msgs,tfidf__free msgs,tfidf,1.6865369580811187e-06
ham,product,tfidf__product,tfidf,1.6712449895183221e-06
ham,charged 50,tfidf__charged 50,tfidf,1.6671872543069129e-06
ham,prize collect,tfidf__prize collect,tfidf,1.644611791561863e-06
ham,75max,tfidf__75max,tfidf,1.6084911076568533e-06
ham,blu concert,tfidf__blu concert,tfidf,1.6084911076568533e-06
ham,blu gift,tfidf__blu gift,tfidf,1.6084911076568533e-06
ham,row tickets,tfidf__row tickets,tfidf,1.6084911076568533e-06
ham,tickets blu,tfidf__tickets blu,tfidf,1.6084911076568533e-06
ham,vip row,tfidf__vip row,tfidf,1.6084911076568533e-06
ham,valued network,tfidf__valued network,tfidf,1.539007621663741e-06
ham,winner valued,tfidf__winner valued,tfidf,1.539007621663741e-06
ham,embody 2nd,tfidf__embody 2nd,tfidf,1.5370318748065764e-06
ham,326,tfidf__326,tfidf,1.484427905076127e-06
ham,326 cw25wx,tfidf__326 cw25wx,tfidf,1.484427905076127e-06
ham,abta,tfidf__abta,tfidf,1.484427905076127e-06
ham,abta complimentary,tfidf__abta complimentary,tfidf,1.484427905076127e-06
ham,box 326,tfidf__box 326,tfidf,1.484427905076127e-06
ham,landline abta,tfidf__landline abta,tfidf,1.484427905076127e-06
ham,45239,tfidf__45239,tfidf,1.4379637475694837e-06
ham,45239 expires,tfidf__45239 expires,tfidf,1.4379637475694837e-06
ham,bonus points,tfidf__bonus points,tfidf,1.4379637475694837e-06
